no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets_value,loan_to_asset_ratio
1,Not Graduate,Yes,4700000,15000000,20,835,2100000,2500000,10100000,3800000,1,3.1914893617021276,18500000,0.8108108108108109
0,Not Graduate,No,6000000,22000000,12,826,1400000,2000000,14100000,7000000,1,3.6666666666666665,24500000,0.8979591836734694
5,Not Graduate,Yes,6500000,18900000,12,427,5100000,1900000,18200000,7800000,0,2.9076923076923076,33000000,0.5727272727272728
3,Graduate,No,500000,2000000,12,890,800000,700000,1800000,400000,1,4.0,3700000,0.5405405405405406
4,Not Graduate,No,5700000,13300000,2,333,9400000,3000000,11800000,8200000,0,2.3333333333333335,32400000,0.4104938271604938
4,Not Graduate,Yes,6800000,20000000,12,679,20200000,10900000,26900000,6600000,1,2.9411764705882355,64600000,0.30959752321981426
5,Not Graduate,No,3100000,12300000,18,805,4900000,1900000,6100000,2800000,1,3.967741935483871,15700000,0.7834394904458599
3,Not Graduate,No,5100000,11000000,16,826,11800000,2900000,12900000,2700000,1,2.156862745098039,30300000,0.36303630363036304
1,Not Graduate,Yes,6300000,23900000,10,844,16300000,4900000,16800000,4500000,1,3.7936507936507935,42500000,0.5623529411764706
5,Graduate,Yes,4400000,14100000,10,663,5300000,4900000,17500000,2600000,1,3.2045454545454546,30300000,0.46534653465346537
1,Not Graduate,No,8100000,21900000,6,884,15100000,5400000,27500000,6600000,1,2.7037037037037037,54600000,0.4010989010989011
1,Not Graduate,No,1100000,3700000,2,508,200000,0,2200000,1300000,1,3.3636363636363638,3700000,1.0
0,Graduate,Yes,2400000,6900000,4,581,5100000,4500000,6000000,3400000,1,2.875,19000000,0.3631578947368421
3,Graduate,Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000,0,3.757142857142857,52100000,0.5047984644913628
1,Graduate,Yes,8700000,30000000,12,543,21900000,12700000,30600000,12700000,0,3.4482758620689653,77900000,0.3851091142490372
0,Not Graduate,Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000,0,3.6,17700000,0.711864406779661
1,Graduate,Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000,1,3.3125,9000000,0.5888888888888889
5,Not Graduate,Yes,7800000,17300000,16,493,800000,4500000,16300000,9300000,0,2.217948717948718,30900000,0.5598705501618123
2,Not Graduate,No,3700000,9200000,10,819,8500000,2000000,10200000,3100000,1,2.4864864864864864,23800000,0.3865546218487395
4,Graduate,No,400000,1400000,18,827,-100000,0,900000,600000,1,3.5,1400000,1.0
0,Not Graduate,No,4800000,15700000,10,398,4900000,7400000,17100000,6400000,0,3.2708333333333335,35800000,0.43854748603351956
0,Graduate,Yes,2900000,7500000,18,692,3200000,300000,7500000,4000000,1,2.586206896551724,15000000,0.5
5,Graduate,Yes,5000000,14600000,18,509,11800000,2500000,19800000,4900000,0,2.92,39000000,0.37435897435897436
0,Graduate,Yes,7600000,18100000,16,439,12800000,5900000,29800000,10600000,0,2.3815789473684212,59100000,0.3062605752961083
1,Graduate,No,3000000,9400000,4,622,600000,3500000,9600000,2000000,1,3.1333333333333333,15700000,0.5987261146496815
3,Not Graduate,Yes,200000,700000,18,526,400000,100000,500000,0,0,3.5,1000000,0.7
5,Not Graduate,Yes,6800000,19000000,8,865,9500000,7200000,25000000,6300000,1,2.7941176470588234,48000000,0.3958333333333333
5,Not Graduate,Yes,9700000,27400000,2,328,0,18400000,22000000,7900000,0,2.8247422680412373,48300000,0.567287784679089
0,Graduate,Yes,1200000,4200000,4,768,2800000,2200000,2800000,1500000,1,3.5,9300000,0.45161290322580644
5,Not Graduate,Yes,7400000,24000000,16,854,4300000,6700000,20600000,8700000,1,3.2432432432432434,40300000,0.5955334987593052
4,Graduate,No,6900000,20800000,4,839,2600000,2400000,16100000,7400000,1,3.0144927536231885,28500000,0.7298245614035088
0,Not Graduate,Yes,9100000,23300000,18,414,17700000,2500000,33800000,6400000,0,2.5604395604395602,60400000,0.38576158940397354
0,Graduate,Yes,1300000,4700000,16,530,3200000,1000000,3800000,800000,0,3.6153846153846154,8800000,0.5340909090909091
3,Graduate,No,6600000,14600000,10,841,15300000,12100000,14800000,6000000,1,2.212121212121212,48200000,0.3029045643153527
3,Not Graduate,Yes,1800000,5700000,14,670,5300000,3100000,3500000,2700000,1,3.1666666666666665,14600000,0.3904109589041096
5,Not Graduate,Yes,8200000,20900000,14,726,11400000,4800000,26000000,8400000,1,2.548780487804878,50600000,0.41304347826086957
4,Not Graduate,No,2800000,8300000,14,352,4900000,2600000,7100000,3700000,0,2.9642857142857144,18300000,0.453551912568306
1,Graduate,Yes,7000000,16000000,4,554,13000000,8600000,26600000,7900000,1,2.2857142857142856,56100000,0.28520499108734404
4,Graduate,No,700000,1800000,18,728,400000,1300000,2200000,600000,1,2.5714285714285716,4500000,0.4
0,Not Graduate,No,7400000,25500000,6,463,2300000,5600000,26800000,8400000,0,3.445945945945946,43100000,0.5916473317865429
5,Not Graduate,Yes,2300000,5000000,10,431,300000,3700000,8700000,2900000,0,2.1739130434782608,15600000,0.32051282051282054
1,Graduate,Yes,600000,1900000,8,445,1200000,100000,1600000,300000,0,3.1666666666666665,3200000,0.59375
5,Graduate,No,1000000,3000000,4,896,2800000,1100000,2000000,1100000,1,3.0,7000000,0.42857142857142855
1,Not Graduate,Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000,0,2.3636363636363638,10300000,0.5048543689320388
1,Not Graduate,No,8000000,30900000,2,315,23500000,1200000,19500000,7300000,1,3.8625,51500000,0.6
4,Not Graduate,No,8600000,20900000,10,867,24300000,7200000,23700000,9900000,1,2.4302325581395348,65100000,0.3210445468509985
3,Not Graduate,Yes,7500000,26000000,2,342,13900000,1900000,26900000,11200000,1,3.466666666666667,53900000,0.48237476808905383
5,Not Graduate,Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000,1,2.269230769230769,39400000,0.29949238578680204
2,Not Graduate,No,7900000,20900000,2,723,1700000,1800000,16300000,7100000,1,2.6455696202531644,26900000,0.7769516728624535
1,Graduate,Yes,4200000,11300000,4,704,4700000,2800000,14900000,4000000,1,2.6904761904761907,26400000,0.42803030303030304
0,Graduate,No,6500000,20200000,16,842,8300000,12200000,14300000,9600000,1,3.1076923076923078,44400000,0.45495495495495497
0,Graduate,Yes,7400000,15200000,12,600,6200000,8500000,18800000,4100000,1,2.054054054054054,37600000,0.40425531914893614
3,Not Graduate,No,9100000,25600000,12,688,8900000,16300000,27900000,11100000,1,2.8131868131868134,64200000,0.3987538940809969
0,Not Graduate,No,800000,2300000,16,739,1800000,600000,2000000,400000,1,2.875,4800000,0.4791666666666667
1,Graduate,Yes,800000,2800000,10,798,1300000,1300000,2500000,400000,1,3.5,5500000,0.509090909090909
5,Graduate,Yes,4100000,9900000,4,319,7600000,7400000,12000000,5500000,0,2.4146341463414633,32500000,0.3046153846153846
5,Graduate,Yes,4200000,8700000,6,583,6000000,800000,8500000,2500000,1,2.0714285714285716,17800000,0.4887640449438202
3,Graduate,Yes,4800000,11500000,12,535,3600000,8000000,15600000,5400000,0,2.3958333333333335,32600000,0.35276073619631904
3,Not Graduate,Yes,8300000,25900000,8,696,14400000,12200000,23500000,7100000,1,3.1204819277108435,57200000,0.4527972027972028
4,Not Graduate,No,7600000,23900000,8,672,2500000,1600000,20200000,6700000,1,3.1447368421052633,31000000,0.7709677419354839
4,Graduate,No,5100000,12300000,20,410,9200000,9200000,18700000,5600000,0,2.411764705882353,42700000,0.28805620608899296
5,Graduate,No,3600000,11600000,14,546,8500000,300000,12000000,4800000,0,3.2222222222222223,25600000,0.453125
3,Not Graduate,Yes,5400000,16800000,16,550,10700000,6400000,13400000,7000000,1,3.111111111111111,37500000,0.448
5,Not Graduate,No,700000,1400000,4,344,1500000,800000,2600000,300000,0,2.0,5200000,0.2692307692307692
2,Not Graduate,Yes,9800000,38200000,10,743,5400000,14800000,24300000,5300000,1,3.8979591836734695,49800000,0.7670682730923695
4,Graduate,No,9700000,36400000,4,772,13800000,11300000,38100000,13500000,1,3.752577319587629,76700000,0.4745762711864407
0,Graduate,Yes,9400000,29900000,12,302,12300000,1500000,35700000,8200000,0,3.1808510638297873,57700000,0.5181975736568457
3,Graduate,Yes,3200000,9100000,18,376,4500000,800000,9000000,1700000,0,2.84375,16000000,0.56875
0,Graduate,Yes,3700000,11600000,10,747,0,4500000,9000000,3500000,1,3.135135135135135,17000000,0.6823529411764706
2,Graduate,Yes,4200000,15800000,6,710,12300000,3700000,12600000,4600000,1,3.761904761904762,33200000,0.4759036144578313
2,Not Graduate,No,7000000,24200000,6,892,20600000,500000,21400000,9200000,1,3.4571428571428573,51700000,0.46808510638297873
3,Not Graduate,No,3200000,11500000,16,492,4800000,2300000,10400000,3200000,0,3.59375,20700000,0.5555555555555556
5,Graduate,No,7900000,17700000,2,559,19700000,2800000,28900000,5400000,1,2.240506329113924,56800000,0.31161971830985913
3,Not Graduate,No,2200000,8300000,18,314,1100000,900000,5800000,2000000,0,3.772727272727273,9800000,0.8469387755102041
0,Graduate,Yes,2700000,8400000,6,744,1200000,4100000,7500000,2000000,1,3.111111111111111,14800000,0.5675675675675675
5,Not Graduate,No,6800000,18000000,12,690,17800000,11800000,25000000,9300000,1,2.6470588235294117,63900000,0.28169014084507044
3,Graduate,Yes,6300000,23300000,4,347,18300000,12200000,21100000,8100000,1,3.6984126984126986,59700000,0.39028475711892796
5,Graduate,Yes,9000000,31400000,2,677,12000000,10800000,20700000,8700000,1,3.488888888888889,52200000,0.6015325670498084
1,Graduate,No,4700000,15700000,4,468,13300000,5100000,16200000,3600000,1,3.3404255319148937,38200000,0.4109947643979058
2,Not Graduate,No,8100000,17500000,4,674,10800000,12700000,23200000,9300000,1,2.1604938271604937,56000000,0.3125
2,Not Graduate,No,9000000,27300000,14,353,22600000,4400000,26900000,7200000,0,3.033333333333333,61100000,0.44680851063829785
4,Not Graduate,No,3800000,14100000,8,727,3900000,4900000,8200000,5400000,1,3.710526315789474,22400000,0.6294642857142857
4,Not Graduate,Yes,8800000,22200000,10,512,6800000,4000000,31900000,9900000,0,2.522727272727273,52600000,0.4220532319391635
3,Not Graduate,Yes,8700000,27200000,18,454,9100000,9300000,30900000,12000000,0,3.1264367816091956,61300000,0.4437194127243067
5,Not Graduate,No,5000000,12400000,14,315,7400000,8600000,17000000,4000000,0,2.48,37000000,0.33513513513513515
0,Not Graduate,Yes,6000000,22700000,10,480,200000,11900000,13700000,8700000,0,3.783333333333333,34500000,0.6579710144927536
2,Graduate,Yes,9100000,24200000,16,685,25600000,1900000,31100000,9100000,1,2.659340659340659,67700000,0.35745937961595275
1,Graduate,No,7400000,17900000,6,460,2600000,1300000,25900000,5000000,0,2.418918918918919,34800000,0.514367816091954
1,Not Graduate,Yes,8300000,28400000,16,704,1400000,11700000,16900000,11400000,1,3.4216867469879517,41400000,0.6859903381642513
1,Graduate,Yes,7600000,23900000,12,692,500000,12200000,27000000,5000000,1,3.1447368421052633,44700000,0.5346756152125279
1,Not Graduate,Yes,3500000,9600000,4,398,1700000,6000000,7900000,4600000,0,2.742857142857143,20200000,0.4752475247524752
5,Graduate,Yes,1000000,3500000,18,882,900000,500000,2900000,600000,1,3.5,4900000,0.7142857142857143
5,Graduate,Yes,9900000,25900000,4,860,7800000,200000,38000000,5400000,1,2.6161616161616164,51400000,0.5038910505836576
2,Graduate,Yes,5700000,15100000,18,330,5900000,3800000,16600000,6200000,0,2.6491228070175437,32500000,0.4646153846153846
5,Graduate,No,700000,2400000,16,447,1300000,700000,2600000,800000,0,3.4285714285714284,5400000,0.4444444444444444
0,Not Graduate,Yes,9600000,23800000,12,788,9900000,14400000,21200000,10400000,1,2.4791666666666665,55900000,0.4257602862254025
1,Not Graduate,No,9300000,28900000,6,526,11100000,1600000,19700000,11000000,0,3.10752688172043,43400000,0.6658986175115207
0,Graduate,No,9500000,28400000,18,577,6200000,10300000,30200000,14100000,1,2.9894736842105263,60800000,0.46710526315789475
4,Graduate,Yes,8700000,23400000,16,372,10600000,11700000,20000000,8000000,0,2.689655172413793,50300000,0.46520874751491054
5,Graduate,Yes,7300000,21000000,14,759,15500000,8000000,20300000,10800000,1,2.8767123287671232,54600000,0.38461538461538464
3,Graduate,Yes,4100000,12700000,10,465,6400000,1900000,14100000,3200000,0,3.097560975609756,25600000,0.49609375
2,Graduate,No,2900000,10200000,4,789,1200000,4100000,6100000,3600000,1,3.5172413793103448,15000000,0.68
3,Graduate,Yes,7500000,17900000,2,680,7000000,11800000,25000000,6300000,1,2.3866666666666667,50100000,0.35728542914171657
1,Graduate,No,7900000,25700000,20,681,14900000,3000000,18100000,8800000,1,3.2531645569620253,44800000,0.5736607142857143
1,Graduate,Yes,6900000,22300000,16,673,17400000,100000,21300000,9000000,1,3.2318840579710146,47800000,0.4665271966527197
0,Not Graduate,No,6900000,22900000,10,313,5600000,9300000,26200000,8000000,0,3.318840579710145,49100000,0.4663951120162933
0,Not Graduate,No,4800000,18800000,16,551,7900000,9400000,17300000,5500000,1,3.9166666666666665,40100000,0.4688279301745636
5,Graduate,Yes,7700000,24400000,8,453,1400000,7700000,22000000,10000000,0,3.168831168831169,41100000,0.5936739659367397
3,Not Graduate,No,6900000,22700000,4,650,900000,13400000,15500000,6400000,1,3.289855072463768,36200000,0.6270718232044199
1,Not Graduate,No,1200000,4500000,4,439,3200000,1800000,2900000,1200000,1,3.75,9100000,0.4945054945054945
1,Graduate,No,2900000,9600000,4,658,8200000,4300000,7000000,2700000,1,3.310344827586207,22200000,0.43243243243243246
4,Graduate,Yes,5500000,18900000,6,379,13900000,9100000,18500000,3100000,0,3.4363636363636365,44600000,0.42376681614349776
4,Graduate,Yes,3200000,10700000,4,450,7300000,3000000,8200000,1800000,1,3.34375,20300000,0.5270935960591133
5,Not Graduate,No,2600000,8200000,4,849,7400000,2000000,8900000,2700000,1,3.1538461538461537,21000000,0.3904761904761905
0,Graduate,No,500000,1600000,18,865,1400000,400000,1000000,200000,1,3.2,3000000,0.5333333333333333
0,Graduate,No,1800000,6900000,10,853,900000,400000,3700000,1700000,0,3.8333333333333335,6700000,1.0298507462686568
0,Not Graduate,No,1300000,4900000,12,555,2400000,1200000,4100000,1700000,1,3.769230769230769,9400000,0.5212765957446809
1,Not Graduate,No,9900000,20700000,20,821,12700000,8200000,38100000,11100000,1,2.090909090909091,70100000,0.29529243937232524
0,Not Graduate,No,2000000,4700000,2,820,4700000,500000,7900000,1200000,1,2.35,14300000,0.32867132867132864
1,Not Graduate,No,5100000,15300000,4,721,7000000,6100000,15300000,5900000,1,3.0,34300000,0.446064139941691
4,Graduate,Yes,8200000,24000000,20,831,23000000,3000000,24800000,5400000,1,2.926829268292683,56200000,0.42704626334519574
5,Not Graduate,No,4200000,12600000,18,571,8900000,3200000,11700000,6200000,1,3.0,30000000,0.42
2,Not Graduate,Yes,1300000,4900000,8,582,2100000,1800000,3400000,1700000,1,3.769230769230769,9000000,0.5444444444444444
1,Not Graduate,Yes,4600000,13600000,18,487,11200000,8500000,15500000,5400000,0,2.9565217391304346,40600000,0.33497536945812806
1,Not Graduate,No,6600000,19700000,12,758,16000000,4400000,18800000,9500000,1,2.984848484848485,48700000,0.40451745379876797
2,Graduate,Yes,8300000,30100000,16,636,5200000,5100000,33100000,7200000,1,3.6265060240963853,50600000,0.5948616600790514
0,Graduate,No,6900000,20700000,16,857,17100000,13700000,14600000,8800000,1,3.0,54200000,0.38191881918819187
4,Graduate,Yes,4700000,12500000,8,678,13700000,200000,9800000,7000000,1,2.6595744680851063,30700000,0.40716612377850164
1,Graduate,No,7900000,15800000,8,551,800000,3500000,18700000,8300000,1,2.0,31300000,0.5047923322683706
3,Not Graduate,No,8800000,24900000,16,668,16700000,17200000,30000000,10500000,1,2.8295454545454546,74400000,0.3346774193548387
1,Graduate,No,6500000,23400000,2,672,5000000,10400000,16700000,7600000,1,3.6,39700000,0.5894206549118388
3,Not Graduate,No,3500000,13700000,4,439,5200000,2800000,13000000,4400000,1,3.914285714285714,25400000,0.5393700787401575
2,Not Graduate,Yes,8200000,19600000,16,636,11500000,2300000,28800000,10700000,1,2.3902439024390243,53300000,0.3677298311444653
0,Not Graduate,Yes,2000000,6000000,14,393,1500000,1400000,5900000,2900000,0,3.0,11700000,0.5128205128205128
5,Not Graduate,No,2700000,8200000,2,848,7000000,1000000,6200000,1500000,1,3.037037037037037,15700000,0.5222929936305732
0,Graduate,Yes,5300000,17600000,4,790,2000000,10200000,19700000,7700000,1,3.3207547169811322,39600000,0.4444444444444444
2,Not Graduate,No,9900000,19900000,6,312,21400000,2200000,31400000,11000000,0,2.01010101010101,66000000,0.3015151515151515
2,Not Graduate,Yes,5000000,19500000,14,775,3100000,4700000,9900000,6500000,1,3.9,24200000,0.8057851239669421
2,Not Graduate,No,9100000,18600000,20,403,18400000,11700000,20300000,9200000,0,2.043956043956044,59600000,0.31208053691275167
3,Not Graduate,Yes,7600000,26400000,14,867,9200000,700000,27900000,7400000,1,3.473684210526316,45200000,0.584070796460177
0,Graduate,No,5200000,17800000,18,558,8300000,5400000,13000000,3100000,1,3.423076923076923,29800000,0.5973154362416108
5,Graduate,No,1800000,6000000,4,548,1400000,2400000,6500000,2600000,1,3.3333333333333335,12900000,0.46511627906976744
0,Not Graduate,No,7300000,28200000,16,486,15300000,8800000,16400000,7700000,0,3.863013698630137,48200000,0.5850622406639004
4,Graduate,No,3200000,11600000,6,635,3300000,4600000,6500000,3900000,1,3.625,18300000,0.6338797814207651
5,Graduate,No,5200000,20700000,2,538,3200000,2000000,14600000,3600000,1,3.980769230769231,23400000,0.8846153846153846
4,Not Graduate,No,7100000,28200000,14,496,6300000,10900000,27700000,4600000,0,3.971830985915493,49500000,0.5696969696969697
4,Graduate,Yes,1400000,4800000,6,411,1400000,300000,4400000,1600000,0,3.4285714285714284,7700000,0.6233766233766234
4,Not Graduate,No,2700000,10700000,6,857,7400000,4200000,8200000,2800000,1,3.962962962962963,22600000,0.47345132743362833
5,Graduate,Yes,6500000,18100000,10,360,15700000,10600000,20200000,6100000,0,2.7846153846153845,52600000,0.344106463878327
4,Graduate,No,9300000,35900000,18,461,9800000,12700000,26200000,11400000,0,3.860215053763441,60100000,0.5973377703826955
0,Graduate,Yes,6700000,14900000,16,638,3300000,6900000,22300000,8100000,1,2.2238805970149254,40600000,0.3669950738916256
5,Graduate,No,6800000,19300000,6,865,12100000,100000,22900000,9000000,1,2.838235294117647,44100000,0.4376417233560091
5,Not Graduate,No,5600000,13600000,4,449,5900000,5700000,18800000,4300000,0,2.4285714285714284,34700000,0.3919308357348703
1,Not Graduate,Yes,1900000,4700000,2,870,4700000,2300000,3900000,2300000,1,2.473684210526316,13200000,0.3560606060606061
5,Not Graduate,No,8400000,19500000,6,815,5300000,2500000,24000000,7200000,1,2.3214285714285716,39000000,0.5
2,Not Graduate,Yes,2500000,7200000,16,454,4200000,1000000,7100000,2100000,0,2.88,14400000,0.5
1,Not Graduate,Yes,2900000,9900000,18,783,1300000,100000,11000000,2600000,1,3.413793103448276,15000000,0.66
